,prfInformationCarrier,prfYear,prfPrdOilNetMillSm3,prfPrdGasNetBillSm3,prfPrdNGLNetMillSm3,prfPrdCondensateNetMillSm3,prfPrdOeNetMillSm3,prfPrdProducedWaterInFieldMillSm3,prfNpdidInformationCarrier,cumalative_prod,reserves,remaining_oe
699,MIKKEL,2008,0.59,1.506,0.793,0.0,2.889,0.006,1630514,17.212,60.38,43.168000000000006
700,MIKKEL,2009,0.515,1.781,0.926,0.0,3.222,0.006,1630514,20.434,60.38,39.946
701,MIKKEL,2010,0.45799999999999996,1.694,0.904,0.0,3.056,0.006,1630514,23.490000000000002,60.38,36.89
702,MIKKEL,2011,0.414,1.672,0.903,0.0,2.989,0.006,1630514,26.479000000000003,60.38,33.900999999999996
703,MIKKEL,2012,0.37,1.615,0.868,0.0,2.8539999999999996,0.006,1630514,29.333000000000002,60.38,31.047
704,MIKKEL,2013,0.276,1.295,0.672,0.0,2.242,0.003,1630514,31.575000000000003,60.38,28.805
705,MIKKEL,2014,0.24100000000000002,1.217,0.638,0.0,2.096,0.003,1630514,33.67100000000001,60.38,26.708999999999996
706,MIKKEL,2015,0.22,1.11,0.582,0.0,1.912,0.013999999999999999,1630514,35.583000000000006,60.38,24.796999999999997
707,MIKKEL,2016,0.28300000000000003,1.361,0.684,0.0,2.3280000000000003,0.018000000000000002,1630514,37.91100000000001,60.38,22.468999999999994
708,MIKKEL,2017,0.12300000000000001,0.5760000000000001,0.284,0.0,0.983,0.006999999999999999,1630514,38.894000000000005,60.38,21.485999999999997
709,MIME,1990,0.026000000000000002,0.006,0.002,0.0,0.034,0.0,43792,0.034,0.5,0.46599999999999997
710,MIME,1991,0.162,0.037000000000000005,0.011,0.0,0.21,0.0,43792,0.244,0.5,0.256
711,MIME,1992,0.122,0.027999999999999997,0.008,0.0,0.157,0.0,43792,0.401,0.5,0.09899999999999998
712,MIME,1993,0.064,0.015,0.004,0.0,0.083,0.0,43792,0.48400000000000004,0.5,0.01599999999999996
713,MORVIN,2010,0.40700000000000003,0.0,0.000,0.0,0.40700000000000003,0.0,4966234,0.40700000000000003,15.2,14.793
714,MORVIN,2011,1.558,0.0,0.000,0.0,1.558,0.0,4966234,1.965,15.2,13.235
715,MORVIN,2012,1.7109999999999999,0.207,0.083,0.0,2.001,0.0,4966234,3.966,15.2,11.233999999999998
716,MORVIN,2013,1.3019999999999998,0.9670000000000001,0.372,0.0,2.641,0.0,4966234,6.607,15.2,8.593
717,MORVIN,2014,0.9640000000000001,0.8109999999999999,0.393,0.0,2.168,0.0,4966234,8.775,15.2,6.424999999999999
718,MORVIN,2015,0.667,0.541,0.272,0.0,1.48,0.003,4966234,10.255,15.2,4.9449999999999985
719,MORVIN,2016,0.54,0.366,0.174,0.0,1.08,0.008,4966234,11.335,15.2,3.8649999999999984
720,MORVIN,2017,0.193,0.1,0.048,0.0,0.341,0.006999999999999999,4966234,11.676,15.2,3.523999999999999
721,MURCHISON,1981,0.72,0.0,0.000,0.0,0.72,0.0,43665,0.72,14.77,14.049999999999999
722,MURCHISON,1982,1.052,0.0,0.000,0.0,1.052,0.0,43665,1.772,14.77,12.998
723,MURCHISON,1983,1.054,0.019,0.049,0.0,1.121,0.0,43665,2.893,14.77,11.876999999999999
724,MURCHISON,1984,2.863,0.081,0.195,0.0,3.139,0.0,43665,6.032,14.77,8.738
725,MURCHISON,1985,1.696,0.055,0.139,0.0,1.89,0.0,43665,7.922,14.77,6.848
726,MURCHISON,1986,0.893,0.046,0.082,0.0,1.022,0.0,43665,8.943999999999999,14.77,5.8260000000000005
727,MURCHISON,1987,0.344,0.024,0.024,0.0,0.392,0.0,43665,9.335999999999999,14.77,5.434000000000001
728,MURCHISON,1988,0.523,0.024,0.019,0.0,0.5660000000000001,0.0,43665,9.902,14.77,4.868
729,MURCHISON,1989,0.485,0.017,0.016,0.0,0.518,0.0,43665,10.42,14.77,4.35
730,MURCHISON,1990,0.48100000000000004,0.008,0.013,0.0,0.501,0.0,43665,10.921,14.77,3.849
731,MURCHISON,1991,0.39399999999999996,0.011000000000000001,0.010,0.0,0.41600000000000004,0.0,43665,11.337,14.77,3.433
732,MURCHISON,1992,0.469,0.018000000000000002,0.015,0.0,0.502,0.0,43665,11.839,14.77,2.930999999999999
733,MURCHISON,1993,0.289,0.009000000000000001,0.007,0.0,0.306,0.0,43665,12.145,14.77,2.625
734,MURCHISON,1994,0.23,0.004,0.005,0.0,0.239,0.0,43665,12.384,14.77,2.3859999999999992
735,MURCHISON,1995,0.203,0.004,0.005,0.0,0.212,0.0,43665,12.596,14.77,2.1739999999999995
736,MURCHISON,1996,0.23600000000000002,0.006,0.005,0.0,0.247,0.0,43665,12.843,14.77,1.9269999999999996
737,MURCHISON,1997,0.28,0.011000000000000001,0.010,0.0,0.302,0.0,43665,13.145,14.77,1.625
738,MURCHISON,1998,0.26899999999999996,0.006,0.007,0.0,0.282,0.0,43665,13.427,14.77,1.343
739,MURCHISON,1999,0.252,0.004,0.005,0.0,0.261,0.0,43665,13.687999999999999,14.77,1.0820000000000007
740,MURCHISON,2000,0.168,0.001,0.005,0.0,0.17300000000000001,0.0,43665,13.860999999999999,14.77,0.9090000000000007
741,MURCHISON,2001,0.09,0.0,0.000,0.0,0.09,0.0,43665,13.950999999999999,14.77,0.8190000000000008
742,MURCHISON,2002,0.105,0.0,0.001,0.0,0.106,0.0,43665,14.056999999999999,14.77,0.713000000000001
743,MURCHISON,2003,0.114,0.0,0.003,0.0,0.11699999999999999,0.0,43665,14.174,14.77,0.5960000000000001
744,MURCHISON,2004,0.09,0.0,0.001,0.0,0.092,0.0,43665,14.266,14.77,0.5039999999999996
745,MURCHISON,2005,0.08199999999999999,0.0,0.000,0.0,0.08199999999999999,0.0,43665,14.348,14.77,0.4219999999999988
746,MURCHISON,2006,0.08800000000000001,0.0,0.002,0.0,0.09,0.0,43665,14.438,14.77,0.33199999999999896
747,MURCHISON,2007,0.078,0.0,0.000,0.0,0.078,0.0,43665,14.516,14.77,0.25399999999999956
748,MURCHISON,2008,0.075,0.0,0.001,0.0,0.076,0.0,43665,14.592,14.77,0.17799999999999905
749,MURCHISON,2009,0.068,0.0,0.001,0.0,0.069,0.0,43665,14.661000000000001,14.77,0.10899999999999821
750,MURCHISON,2010,0.046,0.0,(0.001),0.0,0.045,0.0,43665,14.706000000000001,14.77,0.06399999999999828
751,MURCHISON,2011,0.05,0.0,0.000,0.0,0.05,0.0,43665,14.756000000000002,14.77,0.01399999999999757
752,MURCHISON,2012,0.044000000000000004,0.0,0.000,0.0,0.044000000000000004,0.0,43665,14.800000000000002,14.77,-0.030000000000002913
753,MURCHISON,2013,0.027999999999999997,0.0,0.000,0.0,0.027999999999999997,0.0,43665,14.828000000000003,14.77,-0.05800000000000338
754,MURCHISON,2014,0.003,0.0,0.000,0.0,0.003,0.10300000000000001,43665,14.831000000000003,14.77,-0.061000000000003496
755,NJORD,1997,0.36700000000000005,0.0,0.000,0.0,0.36700000000000005,0.0,43751,0.36700000000000005,67.36,66.993
756,NJORD,1998,1.696,0.0,0.000,0.0,1.696,0.0,43751,2.063,67.36,65.297
757,NJORD,1999,3.523,0.0,0.000,0.0,3.523,0.0,43751,5.586,67.36,61.774
758,NJORD,2000,3.9210000000000003,0.0,0.000,0.0,3.9210000000000003,0.062,43751,9.507000000000001,67.36,57.852999999999994
759,NJORD,2001,2.937,0.0,0.000,0.0,2.937,0.124,43751,12.444,67.36,54.916
760,NJORD,2002,1.8630000000000002,0.0,0.000,0.0,1.8630000000000002,0.10300000000000001,43751,14.307,67.36,53.053
761,NJORD,2003,1.764,0.0,0.000,0.0,1.764,0.14400000000000002,43751,16.071,67.36,51.289
762,NJORD,2004,1.689,0.0,0.000,0.0,1.689,0.07,43751,17.76,67.36,49.599999999999994
763,NJORD,2005,1.83,0.0,0.000,0.0,1.83,0.08,43751,19.590000000000003,67.36,47.769999999999996
764,NJORD,2006,1.392,0.0,0.000,0.0,1.392,0.161,43751,20.982000000000003,67.36,46.378
765,NJORD,2007,1.053,0.075,0.034,0.0,1.162,0.094,43751,22.144000000000002,67.36,45.215999999999994
766,NJORD,2008,0.9470000000000001,1.9969999999999999,0.905,0.0,3.8489999999999998,0.086,43751,25.993000000000002,67.36,41.367
767,NJORD,2009,0.743,1.824,0.840,0.0,3.407,0.18899999999999997,43751,29.400000000000002,67.36,37.959999999999994
768,NJORD,2010,0.961,1.777,0.798,0.0,3.537,0.142,43751,32.937000000000005,67.36,34.422999999999995
769,NJORD,2011,0.541,1.3840000000000001,0.614,0.0,2.539,0.04,43751,35.476000000000006,67.36,31.883999999999993
770,NJORD,2012,0.317,0.7559999999999999,0.329,0.0,1.402,0.023,43751,36.87800000000001,67.36,30.481999999999992
771,NJORD,2013,0.271,0.542,0.218,0.0,1.031,0.033,43751,37.909000000000006,67.36,29.450999999999993
772,NJORD,2014,0.342,0.614,0.274,0.0,1.23,0.043,43751,39.139,67.36,28.220999999999997
773,NJORD,2015,0.382,0.9670000000000001,0.431,0.0,1.7790000000000001,0.066,43751,40.918000000000006,67.36,26.441999999999993
774,NJORD,2016,0.095,0.204,0.091,0.0,0.391,0.02,43751,41.309000000000005,67.36,26.050999999999995
775,NORDØST FRIGG,1983,0.0,0.057999999999999996,0.000,0.0,0.057999999999999996,0.0,43568,0.057999999999999996,11.7,11.642
776,NORDØST FRIGG,1984,0.0,1.7269999999999999,0.000,0.013000000000000001,1.74,0.0,43568,1.798,11.7,9.902
777,NORDØST FRIGG,1985,0.0,2.228,0.000,0.013000000000000001,2.241,0.0,43568,4.039,11.7,7.661
778,NORDØST FRIGG,1986,0.0,1.609,0.000,0.006,1.615,0.0,43568,5.654,11.7,6.045999999999999
779,NORDØST FRIGG,1987,0.0,1.143,0.000,0.005,1.148,0.0,43568,6.802,11.7,4.898
780,NORDØST FRIGG,1988,0.0,1.121,0.000,0.006999999999999999,1.128,0.0,43568,7.93,11.7,3.7699999999999996
781,NORDØST FRIGG,1989,0.0,1.123,0.000,0.008,1.131,0.0,43568,9.061,11.7,2.6389999999999993
782,NORDØST FRIGG,1990,0.0,1.224,0.000,0.012,1.235,0.0,43568,10.296,11.7,1.404
783,NORDØST FRIGG,1991,0.0,0.797,0.000,0.008,0.805,0.0,43568,11.100999999999999,11.7,0.5990000000000002
784,NORDØST FRIGG,1992,0.0,0.486,0.000,0.006,0.49200000000000005,0.0,43568,11.593,11.7,0.10699999999999932
785,NORDØST FRIGG,1993,0.0,0.079,0.000,0.001,0.08,0.0,43568,11.673,11.7,0.026999999999999247
786,NORNE,1997,0.415,0.0,0.000,0.0,0.415,0.0,43778,0.415,103.98,103.565
787,NORNE,1998,6.316,0.0,0.000,0.0,6.316,0.0,43778,6.731,103.98,97.24900000000001
788,NORNE,1999,8.305,0.0,0.000,0.0,8.305,0.0,43778,15.036,103.98,88.944
789,NORNE,2000,10.42,0.0,0.000,0.0,10.42,0.139,43778,25.456,103.98,78.524
790,NORNE,2001,11.297,1.085,0.208,0.0,12.591,0.303,43778,38.047,103.98,65.933
791,NORNE,2002,10.27,0.79,0.146,0.0,11.205,1.056,43778,49.251999999999995,103.98,54.72800000000001
792,NORNE,2003,8.552,0.7559999999999999,0.181,0.0,9.488999999999999,1.8559999999999999,43778,58.74099999999999,103.98,45.23900000000001
793,NORNE,2004,7.007999999999999,0.956,0.205,0.0,8.169,2.4730000000000003,43778,66.91,103.98,37.07000000000001
794,NORNE,2005,5.267,0.946,0.208,0.0,6.42,4.953,43778,73.33,103.98,30.650000000000006
795,NORNE,2006,4.849,0.435,0.114,0.0,5.398,5.462999999999999,43778,78.728,103.98,25.25200000000001
796,NORNE,2007,4.274,0.51,0.135,0.0,4.919,5.854,43778,83.64699999999999,103.98,20.333000000000013
797,NORNE,2008,3.4819999999999998,0.34299999999999997,0.092,0.0,3.9160000000000004,6.45,43778,87.56299999999999,103.98,16.417000000000016
798,NORNE,2009,2.214,0.18,0.048,0.0,2.443,6.399,43778,90.00599999999999,103.98,13.974000000000018
799,NORNE,2010,1.931,0.16899999999999998,0.046,0.0,2.146,6.4670000000000005,43778,92.15199999999999,103.98,11.828000000000017
800,NORNE,2011,1.615,0.257,0.072,0.0,1.944,8.107000000000001,43778,94.09599999999999,103.98,9.884000000000015
801,NORNE,2012,0.743,0.158,0.044,0.0,0.946,6.122999999999999,43778,95.04199999999999,103.98,8.938000000000017
802,NORNE,2013,0.802,0.122,0.037,0.0,0.961,5.681,43778,96.00299999999999,103.98,7.977000000000018
803,NORNE,2014,0.706,0.138,0.050,0.0,0.893,8.083,43778,96.89599999999999,103.98,7.084000000000017
804,NORNE,2015,0.631,0.184,0.062,0.0,0.877,7.865,43778,97.77299999999998,103.98,6.207000000000022
805,NORNE,2016,0.43200000000000005,0.127,0.033,0.0,0.5920000000000001,5.891,43778,98.36499999999998,103.98,5.615000000000023
806,NORNE,2017,0.201,0.04,0.014,0.0,0.254,2.505,43778,98.61899999999999,103.98,5.361000000000018
807,ODIN,1984,0.0,1.515,0.000,0.016,1.5319999999999998,0.0,43610,1.5319999999999998,27.5,25.968
808,ODIN,1985,0.0,3.549,0.000,0.027999999999999997,3.577,0.0,43610,5.109,27.5,22.391
809,ODIN,1986,0.0,3.3710000000000004,0.000,0.021,3.392,0.0,43610,8.501,27.5,18.999000000000002
810,ODIN,1987,0.0,3.475,0.000,0.021,3.4960000000000004,0.0,43610,11.997,27.5,15.503
811,ODIN,1988,0.0,2.7289999999999996,0.000,0.015,2.7439999999999998,0.0,43610,14.741,27.5,12.759
812,ODIN,1989,0.0,2.827,0.000,0.019,2.846,0.0,43610,17.587,27.5,9.913
813,ODIN,1990,0.0,2.625,0.000,0.02,2.645,0.0,43610,20.232,27.5,7.268000000000001
814,ODIN,1991,0.0,2.81,0.000,0.03,2.84,0.0,43610,23.072,27.5,4.428000000000001
815,ODIN,1992,0.0,2.289,0.000,0.023,2.312,0.0,43610,25.384,27.5,2.1159999999999997
816,ODIN,1993,0.0,1.5030000000000001,0.000,0.016,1.52,0.0,43610,26.904,27.5,0.5960000000000001
817,ODIN,1994,0.0,0.565,0.000,0.006999999999999999,0.5720000000000001,0.0,43610,27.476,27.5,0.02400000000000091
818,ORMEN LANGE,2007,0.0,1.67,0.000,0.135,1.805,0.002,2762452,1.805,317.8,315.995
819,ORMEN LANGE,2008,0.0,11.437000000000001,0.000,0.9670000000000001,12.405,0.0,2762452,14.209999999999999,317.8,303.59000000000003
820,ORMEN LANGE,2009,0.0,20.781999999999996,0.000,1.646,22.427,0.0,2762452,36.637,317.8,281.163
821,ORMEN LANGE,2010,0.0,20.851,0.000,1.5290000000000001,22.38,0.0,2762452,59.016999999999996,317.8,258.783
822,ORMEN LANGE,2011,0.0,21.739,0.000,1.6540000000000001,23.393,0.0,2762452,82.41,317.8,235.39000000000001
823,ORMEN LANGE,2012,0.0,22.203000000000003,0.000,1.734,23.936999999999998,0.0,2762452,106.347,317.8,211.45300000000003
824,ORMEN LANGE,2013,0.0,21.451,0.000,1.524,22.975,0.0,2762452,129.322,317.8,188.478
825,ORMEN LANGE,2014,0.0,20.21,0.000,1.364,21.573,0.0,2762452,150.895,317.8,166.905
826,ORMEN LANGE,2015,0.0,16.791,0.000,1.067,17.858,0.0,2762452,168.75300000000001,317.8,149.047
827,ORMEN LANGE,2016,0.0,17.254,0.000,1.002,18.255,0.0,2762452,187.008,317.8,130.792
828,ORMEN LANGE,2017,0.0,5.499,0.000,0.39,5.888999999999999,0.0,2762452,192.89700000000002,317.8,124.90299999999999
829,OSEBERG,1986,0.29100000000000004,0.0,0.000,0.0,0.29100000000000004,0.0,43625,0.29100000000000004,539.71,539.419
830,OSEBERG,1987,0.8079999999999999,0.0,0.000,0.0,0.8079999999999999,0.0,43625,1.099,539.71,538.611
831,OSEBERG,1988,1.126,0.0,0.000,0.0,1.126,0.0,43625,2.2249999999999996,539.71,537.485
832,OSEBERG,1989,13.514000000000001,0.0,0.000,0.0,13.514000000000001,0.0,43625,15.739,539.71,523.971
833,OSEBERG,1990,17.309,0.0,0.000,0.0,17.309,0.0,43625,33.048,539.71,506.66200000000003
834,OSEBERG,1991,20.916,0.0,0.000,0.0,20.916,0.0,43625,53.964,539.71,485.74600000000004
835,OSEBERG,1992,26.104,0.0,0.000,0.0,26.104,0.0,43625,80.068,539.71,459.64200000000005
836,OSEBERG,1993,28.463,0.0,0.000,0.0,28.463,0.0,43625,108.531,539.71,431.17900000000003
837,OSEBERG,1994,29.212,0.0,0.000,0.0,29.212,0.0,43625,137.743,539.71,401.96700000000004
838,OSEBERG,1995,28.985,0.0,0.000,0.0,28.985,0.0,43625,166.728,539.71,372.982
839,OSEBERG,1996,29.125999999999998,0.0,0.000,0.0,29.125999999999998,0.0,43625,195.854,539.71,343.856
840,OSEBERG,1997,27.268,0.0,0.000,0.0,27.268,0.0,43625,223.122,539.71,316.588
841,OSEBERG,1998,24.101999999999997,0.0,0.000,0.0,24.101999999999997,0.0,43625,247.22400000000002,539.71,292.486
842,OSEBERG,1999,19.435,0.0,0.000,0.0,19.435,0.0,43625,266.659,539.71,273.05100000000004
843,OSEBERG,2000,15.411,1.403,0.630,0.0,17.444000000000003,3.0469999999999997,43625,284.103,539.71,255.60700000000003
844,OSEBERG,2001,10.97,3.7969999999999997,0.955,0.0,15.722000000000001,2.155,43625,299.825,539.71,239.88500000000005
845,OSEBERG,2002,10.113,2.798,1.019,0.0,13.929,1.742,43625,313.75399999999996,539.71,225.95600000000007
846,OSEBERG,2003,9.175,1.239,1.025,0.0,11.439,2.305,43625,325.193,539.71,214.51700000000005
847,OSEBERG,2004,8.714,2.423,1.184,0.0,12.321,2.537,43625,337.514,539.71,202.19600000000003
848,OSEBERG,2005,7.4670000000000005,2.821,1.165,0.0,11.452,2.9819999999999998,43625,348.966,539.71,190.74400000000003
849,OSEBERG,2006,6.2620000000000005,3.37,1.255,0.0,10.887,2.802,43625,359.853,539.71,179.85700000000003
850,OSEBERG,2007,5.164,1.548,1.303,0.0,8.014,2.415,43625,367.867,539.71,171.84300000000002
851,OSEBERG,2008,5.292999999999999,3.818,1.179,0.0,10.29,2.395,43625,378.15700000000004,539.71,161.553
852,OSEBERG,2009,5.125,2.38,1.075,0.0,8.58,2.715,43625,386.737,539.71,152.973
853,OSEBERG,2010,4.309,3.2430000000000003,0.959,0.0,8.512,2.915,43625,395.249,539.71,144.461
854,OSEBERG,2011,3.9139999999999997,1.53,1.199,0.0,6.643,2.1180000000000003,43625,401.892,539.71,137.81800000000004
855,OSEBERG,2012,3.3110000000000004,4.569,1.176,0.0,9.056000000000001,1.7830000000000001,43625,410.948,539.71,128.76200000000006
856,OSEBERG,2013,2.9989999999999997,3.69,1.198,0.0,7.886,1.76,43625,418.834,539.71,120.87600000000003
857,OSEBERG,2014,2.7319999999999998,1.95,1.098,0.0,5.78,2.055,43625,424.614,539.71,115.09600000000006
858,OSEBERG,2015,3.036,2.695,1.120,0.0,6.851,2.947,43625,431.465,539.71,108.24500000000006
859,OSEBERG,2016,3.49,1.4180000000000001,1.162,0.0,6.07,3.068,43625,437.53499999999997,539.71,102.17500000000007
860,OSEBERG,2017,1.307,1.3259999999999998,0.400,0.0,3.033,1.2,43625,440.568,539.71,99.14200000000005
861,OSEBERG SØR,2000,1.432,0.0,0.000,0.0,1.432,0.004,43645,1.432,90.68,89.248
862,OSEBERG SØR,2001,4.456,0.0,0.000,0.0,4.456,0.047,43645,5.888,90.68,84.792
863,OSEBERG SØR,2002,4.36,0.19699999999999998,0.000,0.0,4.5569999999999995,0.174,43645,10.445,90.68,80.23500000000001
864,OSEBERG SØR,2003,5.06,0.895,0.000,0.0,5.955,0.327,43645,16.4,90.68,74.28
865,OSEBERG SØR,2004,4.582,0.9540000000000001,0.000,0.0,5.5360000000000005,1.003,43645,21.936,90.68,68.744
866,OSEBERG SØR,2005,4.1819999999999995,0.713,0.000,0.0,4.895,1.374,43645,26.831,90.68,63.849000000000004
867,OSEBERG SØR,2006,4.07,0.759,0.000,0.0,4.829,2.379,43645,31.66,90.68,59.02000000000001
868,OSEBERG SØR,2007,3.173,0.6679999999999999,0.000,0.0,3.841,2.122,43645,35.501,90.68,55.17900000000001
869,OSEBERG SØR,2008,3.305,0.603,0.000,0.0,3.908,2.048,43645,39.409,90.68,51.27100000000001
870,OSEBERG SØR,2009,2.634,0.613,0.000,0.0,3.247,1.801,43645,42.656,90.68,48.02400000000001
871,OSEBERG SØR,2010,2.302,0.629,0.000,0.0,2.931,1.715,43645,45.586999999999996,90.68,45.09300000000001
872,OSEBERG SØR,2011,2.081,0.807,0.000,0.0,2.889,1.686,43645,48.476,90.68,42.20400000000001
873,OSEBERG SØR,2012,2.097,1.1179999999999999,0.000,0.0,3.215,1.683,43645,51.691,90.68,38.989000000000004
874,OSEBERG SØR,2013,2.593,0.981,0.000,0.0,3.574,2.283,43645,55.265,90.68,35.415000000000006
875,OSEBERG SØR,2014,2.116,0.63,0.000,0.0,2.7460000000000004,2.406,43645,58.011,90.68,32.669000000000004
876,OSEBERG SØR,2015,1.9709999999999999,0.802,0.000,0.0,2.773,2.81,43645,60.784000000000006,90.68,29.896
877,OSEBERG SØR,2016,1.8869999999999998,0.7340000000000001,0.000,0.0,2.6210000000000004,2.807,43645,63.40500000000001,90.68,27.275
878,OSEBERG SØR,2017,0.662,0.215,0.000,0.0,0.877,0.831,43645,64.28200000000001,90.68,26.397999999999996
879,OSEBERG ØST,1999,0.9109999999999999,0.0,0.000,0.0,0.9109999999999999,0.0,43639,0.9109999999999999,27.69,26.779
880,OSEBERG ØST,2000,2.5540000000000003,0.0,0.000,0.0,2.5540000000000003,0.006999999999999999,43639,3.4650000000000003,27.69,24.225
881,OSEBERG ØST,2001,3.813,0.0,0.000,0.0,3.813,0.332,43639,7.2780000000000005,27.69,20.412
882,OSEBERG ØST,2002,3.113,0.031,0.000,0.0,3.1430000000000002,1.489,43639,10.421000000000001,27.69,17.269
883,OSEBERG ØST,2003,2.188,0.08199999999999999,0.000,0.0,2.27,2.218,43639,12.691,27.69,14.999
884,OSEBERG ØST,2004,1.798,0.067,0.000,0.0,1.864,2.991,43639,14.555000000000001,27.69,13.135
885,OSEBERG ØST,2005,1.062,0.037000000000000005,0.000,0.0,1.099,2.77,43639,15.654000000000002,27.69,12.036
886,OSEBERG ØST,2006,0.6629999999999999,0.024,0.000,0.0,0.687,2.503,43639,16.341,27.69,11.349
887,OSEBERG ØST,2007,0.539,0.02,0.000,0.0,0.5579999999999999,2.577,43639,16.899,27.69,10.791
888,OSEBERG ØST,2008,0.43799999999999994,0.008,0.000,0.0,0.446,1.8880000000000001,43639,17.345000000000002,27.69,10.344999999999999
889,OSEBERG ØST,2009,0.35,0.006,0.000,0.0,0.35700000000000004,1.251,43639,17.702,27.69,9.988
890,OSEBERG ØST,2010,0.349,0.006999999999999999,0.000,0.0,0.355,1.5190000000000001,43639,18.057000000000002,27.69,9.633
891,OSEBERG ØST,2011,0.516,0.01,0.000,0.0,0.526,1.3519999999999999,43639,18.583000000000002,27.69,9.107
892,OSEBERG ØST,2012,0.455,0.009000000000000001,0.000,0.0,0.46399999999999997,1.422,43639,19.047,27.69,8.643
893,OSEBERG ØST,2013,0.382,0.006999999999999999,0.000,0.0,0.389,1.5859999999999999,43639,19.436,27.69,8.254000000000001
894,OSEBERG ØST,2014,0.377,0.006999999999999999,0.000,0.0,0.38299999999999995,1.604,43639,19.819,27.69,7.871000000000002
895,OSEBERG ØST,2015,0.386,0.006999999999999999,0.000,0.0,0.39299999999999996,2.086,43639,20.212,27.69,7.4780000000000015
896,OSEBERG ØST,2016,0.45799999999999996,0.008,0.000,0.0,0.466,2.325,43639,20.678,27.69,7.0120000000000005
897,OSEBERG ØST,2017,0.265,0.005,0.000,0.0,0.27,0.64,43639,20.948,27.69,6.742000000000001
898,OSELVAR,2012,0.151,0.0,0.007,0.0,0.158,0.004,5506919,0.158,1.4,1.242
899,OSELVAR,2013,0.15,0.0,0.007,0.0,0.157,0.003,5506919,0.315,1.4,1.085
900,OSELVAR,2014,0.126,0.0,0.007,0.0,0.133,0.005,5506919,0.448,1.4,0.952
901,OSELVAR,2015,0.098,0.0,0.006,0.0,0.10400000000000001,0.005,5506919,0.552,1.4,0.8479999999999999
902,OSELVAR,2016,0.075,0.0,0.005,0.0,0.079,0.005,5506919,0.631,1.4,0.7689999999999999
903,OSELVAR,2017,0.025,0.0,0.002,0.0,0.027000000000000003,0.002,5506919,0.658,1.4,0.7419999999999999
904,REV,2009,0.24,0.628,0.000,0.0,0.8690000000000001,0.0,4467554,0.8690000000000001,3.69,2.8209999999999997
905,REV,2010,0.29100000000000004,1.129,0.019,0.025,1.464,0.0,4467554,2.333,3.69,1.3569999999999998
906,REV,2011,0.084,0.48100000000000004,0.033,0.02,0.617,0.006,4467554,2.95,3.69,0.7399999999999998
907,REV,2012,0.057,0.29600000000000004,0.022,0.012,0.387,0.006999999999999999,4467554,3.337,3.69,0.35299999999999976
908,REV,2013,0.025,0.063,0.008,0.003,0.098,0.012,4467554,3.435,3.69,0.2549999999999999
909,REV,2014,0.021,0.036000000000000004,0.004,0.001,0.062,0.009000000000000001,4467554,3.497,3.69,0.19300000000000006
910,REV,2015,0.013999999999999999,0.018000000000000002,0.002,0.001,0.035,0.005,4467554,3.532,3.69,0.15799999999999992
911,REV,2016,0.005,0.006,0.002,0.0,0.013000000000000001,0.003,4467554,3.545,3.69,0.14500000000000002
912,REV,2017,0.004,0.006,0.001,0.0,0.011000000000000001,0.002,4467554,3.556,3.69,0.1339999999999999
913,RINGHORNE ØST,2006,0.934,0.031,0.000,0.0,0.965,0.034,3505505,0.965,14.9,13.935
914,RINGHORNE ØST,2007,1.6219999999999999,0.025,0.000,0.0,1.646,0.048,3505505,2.6109999999999998,14.9,12.289000000000001
915,RINGHORNE ØST,2008,1.979,0.035,0.000,0.0,2.015,0.163,3505505,4.6259999999999994,14.9,10.274000000000001
916,RINGHORNE ØST,2009,1.6030000000000002,0.043,0.000,0.0,1.6469999999999998,0.757,3505505,6.273,14.9,8.627
917,RINGHORNE ØST,2010,1.094,0.031,0.000,0.0,1.125,0.995,3505505,7.398,14.9,7.502000000000001
918,RINGHORNE ØST,2011,0.945,0.027999999999999997,0.000,0.0,0.973,1.051,3505505,8.371,14.9,6.529
919,RINGHORNE ØST,2012,0.922,0.023,0.000,0.0,0.946,1.119,3505505,9.317,14.9,5.583
920,RINGHORNE ØST,2013,0.865,0.01,0.000,0.0,0.875,1.181,3505505,10.192,14.9,4.708
921,RINGHORNE ØST,2014,0.7020000000000001,0.012,0.000,0.0,0.713,1.1340000000000001,3505505,10.905,14.9,3.995000000000001
922,RINGHORNE ØST,2015,0.634,0.015,0.000,0.0,0.649,1.2229999999999999,3505505,11.553999999999998,14.9,3.346000000000002
923,RINGHORNE ØST,2016,0.518,0.011000000000000001,0.000,0.0,0.53,1.296,3505505,12.083999999999998,14.9,2.8160000000000025
924,RINGHORNE ØST,2017,0.15,0.0,0.000,0.0,0.15,0.409,3505505,12.233999999999998,14.9,2.666000000000002
925,SIGYN,2003,0.0,0.9129999999999999,0.611,0.888,2.412,0.006,1630100,2.412,21.09,18.678
926,SIGYN,2004,0.0,0.836,0.660,0.9009999999999999,2.397,0.022000000000000002,1630100,4.808999999999999,21.09,16.281
927,SIGYN,2005,0.0,0.8440000000000001,0.657,0.872,2.374,0.042,1630100,7.183,21.09,13.907
928,SIGYN,2006,0.0,0.716,0.501,0.6459999999999999,1.8630000000000002,0.078,1630100,9.046,21.09,12.044
929,SIGYN,2007,0.0,0.649,0.492,0.598,1.74,0.095,1630100,10.786,21.09,10.304
930,SIGYN,2008,0.0,0.546,0.438,0.508,1.492,0.122,1630100,12.277999999999999,21.09,8.812000000000001
