,prfInformationCarrier,prfYear,prfPrdOilNetMillSm3,prfPrdGasNetBillSm3,prfPrdNGLNetMillSm3,prfPrdCondensateNetMillSm3,prfPrdOeNetMillSm3,prfPrdProducedWaterInFieldMillSm3,prfNpdidInformationCarrier,cumalative_prod,reserves,remaining_oe
931,SIGYN,2009,0.0,0.485,0.370,0.44,1.295,0.124,1630100,13.572999999999999,21.09,7.517000000000001
932,SIGYN,2010,0.0,0.41100000000000003,0.256,0.342,1.0090000000000001,0.11900000000000001,1630100,14.581999999999999,21.09,6.508000000000001
933,SIGYN,2011,0.0,0.43799999999999994,0.275,0.34299999999999997,1.056,0.15,1630100,15.637999999999998,21.09,5.452000000000002
934,SIGYN,2012,0.0,0.335,0.224,0.275,0.8340000000000001,0.115,1630100,16.471999999999998,21.09,4.618000000000002
935,SIGYN,2013,0.0,0.272,0.176,0.20600000000000002,0.654,0.102,1630100,17.125999999999998,21.09,3.964000000000002
936,SIGYN,2014,0.036000000000000004,0.177,0.073,0.021,0.308,0.067,1630100,17.433999999999997,21.09,3.6560000000000024
937,SIGYN,2015,0.07,0.18100000000000002,0.074,0.0,0.325,0.09,1630100,17.758999999999997,21.09,3.331000000000003
938,SIGYN,2016,0.217,0.18100000000000002,0.132,0.0,0.531,0.055999999999999994,1630100,18.289999999999996,21.09,2.8000000000000043
939,SIGYN,2017,0.127,0.062,0.058,0.0,0.247,0.015,1630100,18.536999999999995,21.09,2.5530000000000044
940,SKARV,2013,2.13,2.986,0.717,0.0,5.832999999999999,0.051,4704482,5.832999999999999,73.0,67.167
941,SKARV,2014,3.3819999999999997,3.611,0.810,0.0,7.803,0.087,4704482,13.636,73.0,59.364000000000004
942,SKARV,2015,3.0660000000000003,3.9789999999999996,0.888,0.0,7.933,0.10099999999999999,4704482,21.569,73.0,51.431
943,SKARV,2016,2.299,4.055,0.880,0.0,7.233,0.128,4704482,28.802,73.0,44.198
944,SKARV,2017,0.698,1.484,0.330,0.0,2.512,0.040999999999999995,4704482,31.314,73.0,41.686
945,SKIRNE,2004,0.21600000000000003,0.657,0.000,0.0,0.873,0.0,2138816,0.873,13.0,12.127
946,SKIRNE,2005,0.297,1.197,0.000,0.0,1.493,0.0,2138816,2.366,13.0,10.634
947,SKIRNE,2006,0.271,1.2770000000000001,0.000,0.0,1.548,0.0,2138816,3.914,13.0,9.086
948,SKIRNE,2007,0.212,1.023,0.000,0.0,1.235,0.0,2138816,5.149,13.0,7.851
949,SKIRNE,2008,0.19899999999999998,1.1079999999999999,0.000,0.0,1.307,0.0,2138816,6.4559999999999995,13.0,6.5440000000000005
950,SKIRNE,2009,0.20600000000000002,1.204,0.000,0.0,1.409,0.0,2138816,7.864999999999999,13.0,5.135000000000001
951,SKIRNE,2010,0.154,1.002,0.000,0.0,1.156,0.0,2138816,9.020999999999999,13.0,3.979000000000001
952,SKIRNE,2011,0.11199999999999999,0.795,0.000,0.0,0.907,0.0,2138816,9.927999999999999,13.0,3.072000000000001
953,SKIRNE,2012,0.081,0.612,0.000,0.0,0.693,0.0,2138816,10.620999999999999,13.0,2.3790000000000013
954,SKIRNE,2013,0.062,0.493,0.000,0.0,0.5539999999999999,0.0,2138816,11.174999999999999,13.0,1.825000000000001
955,SKIRNE,2014,0.052000000000000005,0.353,0.000,0.0,0.405,0.0,2138816,11.579999999999998,13.0,1.4200000000000017
956,SKIRNE,2015,0.079,0.436,0.000,0.0,0.515,0.0,2138816,12.094999999999999,13.0,0.9050000000000011
957,SKIRNE,2016,0.051,0.038,0.000,0.0,0.08900000000000001,0.017,2138816,12.184,13.0,0.8160000000000007
958,SKIRNE,2017,0.006999999999999999,0.11199999999999999,0.000,0.0,0.11900000000000001,0.002,2138816,12.302999999999999,13.0,0.697000000000001
959,SKULD,2013,0.516,0.109,0.031,0.0,0.6559999999999999,0.054000000000000006,21350124,0.6559999999999999,6.29,5.634
960,SKULD,2014,1.1540000000000001,0.12,0.046,0.0,1.32,0.171,21350124,1.976,6.29,4.314
961,SKULD,2015,0.9279999999999999,0.063,0.021,0.0,1.012,0.313,21350124,2.988,6.29,3.302
962,SKULD,2016,0.588,0.042,0.016,0.0,0.6459999999999999,0.298,21350124,3.634,6.29,2.656
963,SKULD,2017,0.19699999999999998,0.006,0.002,0.0,0.205,0.191,21350124,3.839,6.29,2.451
964,SLEIPNER VEST,1996,0.0,0.0,0.207,0.49700000000000005,0.7040000000000001,0.0,43457,0.7040000000000001,194.0,193.296
965,SLEIPNER VEST,1997,0.0,0.442,0.780,2.262,3.485,0.0,43457,4.189,194.0,189.811
966,SLEIPNER VEST,1998,0.0,1.453,0.865,2.26,4.578,0.0,43457,8.767,194.0,185.233
967,SLEIPNER VEST,1999,0.0,3.1,1.084,2.379,6.563,0.0,43457,15.329999999999998,194.0,178.67000000000002
968,SLEIPNER VEST,2000,0.0,0.0,1.069,2.262,3.3310000000000004,0.08900000000000001,43457,18.660999999999998,194.0,175.339
969,SLEIPNER VEST,2001,0.0,0.0,1.363,2.15,3.514,0.113,43457,22.174999999999997,194.0,171.825
970,SLEIPNER VEST,2002,0.0,0.0,1.341,1.9880000000000002,3.3289999999999997,0.09300000000000001,43457,25.503999999999998,194.0,168.496
971,SLEIPNER VEST,2003,0.0,0.0,1.078,1.7919999999999998,2.87,0.122,43457,28.374,194.0,165.626
972,SLEIPNER VEST,2004,0.0,0.0,0.881,1.486,2.367,0.14400000000000002,43457,30.741,194.0,163.25900000000001
973,SLEIPNER VEST,2005,0.0,0.0,0.914,1.778,2.6919999999999997,0.16,43457,33.433,194.0,160.567
974,SLEIPNER VEST,2006,0.0,0.0,0.907,1.5919999999999999,2.499,0.19,43457,35.932,194.0,158.06799999999998
975,SLEIPNER VEST,2007,0.0,0.0,0.879,1.599,2.477,0.215,43457,38.409,194.0,155.591
976,SLEIPNER VEST,2008,0.0,0.0,0.711,1.2670000000000001,1.979,0.127,43457,40.388,194.0,153.612
977,SLEIPNER VEST,2009,0.0,0.0,0.842,1.2409999999999999,2.083,0.122,43457,42.471,194.0,151.529
978,SLEIPNER VEST,2010,0.0,0.0,0.764,1.047,1.811,0.114,43457,44.282,194.0,149.71800000000002
979,SLEIPNER VEST,2011,0.0,0.0,0.970,1.455,2.426,0.142,43457,46.708,194.0,147.292
980,SLEIPNER VEST,2012,0.0,0.0,0.887,1.33,2.217,0.22,43457,48.925,194.0,145.075
981,SLEIPNER VEST,2013,0.0,0.0,0.759,1.056,1.8159999999999998,0.21899999999999997,43457,50.741,194.0,143.25900000000001
982,SLEIPNER VEST,2014,0.644,0.0,0.593,0.22,1.4569999999999999,0.191,43457,52.198,194.0,141.802
983,SLEIPNER VEST,2015,0.8140000000000001,0.0,0.531,0.0,1.3459999999999999,0.365,43457,53.544,194.0,140.45600000000002
984,SLEIPNER VEST,2016,0.767,3.6210000000000004,0.391,0.0,4.779,0.281,43457,58.32299999999999,194.0,135.67700000000002
985,SLEIPNER VEST,2017,0.263,1.162,0.112,0.0,1.537,0.052000000000000005,43457,59.85999999999999,194.0,134.14000000000001
986,SLEIPNER ØST,1993,0.0,0.8340000000000001,0.299,0.44,1.5730000000000002,0.0,43478,1.5730000000000002,120.07,118.497
987,SLEIPNER ØST,1994,0.0,3.952,1.784,2.383,8.119,0.0,43478,9.692,120.07,110.37799999999999
988,SLEIPNER ØST,1995,0.0,5.195,2.489,3.168,10.852,0.0,43478,20.544,120.07,99.526
989,SLEIPNER ØST,1996,0.0,7.625,2.548,3.195,13.369000000000002,0.0,43478,33.913000000000004,120.07,86.15699999999998
990,SLEIPNER ØST,1997,0.0,7.5,2.187,2.7,12.387,0.0,43478,46.300000000000004,120.07,73.76999999999998
991,SLEIPNER ØST,1998,0.0,7.1979999999999995,2.102,2.5860000000000003,11.886,0.0,43478,58.18600000000001,120.07,61.883999999999986
992,SLEIPNER ØST,1999,0.0,8.068999999999999,2.206,2.637,12.913,0.0,43478,71.099,120.07,48.97099999999999
993,SLEIPNER ØST,2000,0.0,11.806,1.854,2.113,15.773,0.047,43478,86.872,120.07,33.19799999999999
994,SLEIPNER ØST,2001,0.0,11.640999999999998,1.821,1.8769999999999998,15.339,0.044000000000000004,43478,102.211,120.07,17.858999999999995
995,SLEIPNER ØST,2002,0.0,13.481,1.734,1.5290000000000001,16.743,0.096,43478,118.954,120.07,1.1159999999999997
996,SLEIPNER ØST,2003,0.0,13.232999999999999,1.083,1.015,15.331,0.065,43478,134.285,120.07,-14.215000000000003
997,SLEIPNER ØST,2004,0.0,12.692,0.904,0.72,14.315999999999999,0.055,43478,148.601,120.07,-28.531000000000006
998,SLEIPNER ØST,2005,0.0,14.321,0.806,0.607,15.734000000000002,0.09300000000000001,43478,164.335,120.07,-44.265000000000015
999,SLEIPNER ØST,2006,0.0,13.215,0.700,0.467,14.382,0.21100000000000002,43478,178.717,120.07,-58.64700000000002
1000,SLEIPNER ØST,2007,0.0,13.42,0.610,0.413,14.443,0.22399999999999998,43478,193.16000000000003,120.07,-73.09000000000003
1001,SLEIPNER ØST,2008,0.0,11.335,0.484,0.309,12.129000000000001,0.154,43478,205.28900000000002,120.07,-85.21900000000002
1002,SLEIPNER ØST,2009,0.0,10.083,0.406,0.21899999999999997,10.708,0.048,43478,215.997,120.07,-95.92700000000002
1003,SLEIPNER ØST,2010,0.0,8.088,0.312,0.14400000000000002,8.544,0.031,43478,224.54100000000003,120.07,-104.47100000000003
1004,SLEIPNER ØST,2011,0.0,8.097999999999999,0.262,0.14300000000000002,8.503,0.031,43478,233.04400000000004,120.07,-112.97400000000005
1005,SLEIPNER ØST,2012,0.0,6.896,0.209,0.091,7.196000000000001,0.033,43478,240.24000000000004,120.07,-120.17000000000004
1006,SLEIPNER ØST,2013,0.0,5.94,0.142,0.06,6.142,0.02,43478,246.38200000000003,120.07,-126.31200000000004
1007,SLEIPNER ØST,2014,0.051,4.918,0.090,0.018000000000000002,5.0760000000000005,0.021,43478,251.45800000000003,120.07,-131.38800000000003
1008,SLEIPNER ØST,2015,0.068,4.724,0.075,0.0,4.867,0.024,43478,256.32500000000005,120.07,-136.25500000000005
1009,SLEIPNER ØST,2016,0.059000000000000004,0.293,0.057,0.0,0.409,0.025,43478,256.73400000000004,120.07,-136.66400000000004
1010,SLEIPNER ØST,2017,0.015,0.069,0.011,0.0,0.095,0.006999999999999999,43478,256.82900000000006,120.07,-136.75900000000007
1011,SNORRE,1992,1.558,0.0,0.087,0.0,1.645,0.0,43718,1.645,292.62,290.975
1012,SNORRE,1993,6.909,0.215,0.495,0.0,7.62,0.0,43718,9.265,292.62,283.355
1013,SNORRE,1994,9.872,0.45399999999999996,0.610,0.0,10.936,0.0,43718,20.201,292.62,272.419
1014,SNORRE,1995,11.374,0.627,0.680,0.0,12.681,0.0,43718,32.882,292.62,259.738
1015,SNORRE,1996,11.482000000000001,0.611,0.628,0.0,12.720999999999998,0.0,43718,45.602999999999994,292.62,247.017
1016,SNORRE,1997,10.77,0.5770000000000001,0.568,0.0,11.915,0.0,43718,57.517999999999994,292.62,235.102
1017,SNORRE,1998,10.091000000000001,0.457,0.615,0.0,11.163,0.0,43718,68.681,292.62,223.93900000000002
1018,SNORRE,1999,9.399,0.308,0.557,0.0,10.264000000000001,0.0,43718,78.945,292.62,213.675
1019,SNORRE,2000,8.587,0.292,0.535,0.0,9.415,6.285,43718,88.35999999999999,292.62,204.26000000000002
1020,SNORRE,2001,11.545,0.521,0.975,0.0,13.040999999999999,6.353,43718,101.40099999999998,292.62,191.21900000000002
1021,SNORRE,2002,12.64,0.45,0.936,0.0,14.026,6.1339999999999995,43718,115.42699999999998,292.62,177.19300000000004
1022,SNORRE,2003,13.597999999999999,0.406,0.667,0.0,14.671,7.101,43718,130.09799999999998,292.62,162.52200000000002
1023,SNORRE,2004,11.539000000000001,0.193,0.262,0.0,11.993,7.409,43718,142.09099999999998,292.62,150.52900000000002
1024,SNORRE,2005,8.956,0.34299999999999997,0.405,0.0,9.703,5.902,43718,151.79399999999998,292.62,140.82600000000002
1025,SNORRE,2006,8.315,0.147,0.220,0.0,8.682,7.815,43718,160.47599999999997,292.62,132.14400000000003
1026,SNORRE,2007,8.382,0.064,0.084,0.0,8.53,9.809,43718,169.00599999999997,292.62,123.61400000000003
1027,SNORRE,2008,8.472000000000001,0.22899999999999998,0.183,0.002,8.886000000000001,8.474,43718,177.89199999999997,292.62,114.72800000000004
1028,SNORRE,2009,6.006,0.139,0.095,0.005,6.246,6.781000000000001,43718,184.13799999999998,292.62,108.48200000000003
1029,SNORRE,2010,5.83,0.138,0.095,0.005,6.068,8.117,43718,190.206,292.62,102.41400000000002
1030,SNORRE,2011,5.517,0.11900000000000001,0.088,0.004,5.727,7.7170000000000005,43718,195.933,292.62,96.68700000000001
1031,SNORRE,2012,4.45,0.034,0.026,0.002,4.512,7.854,43718,200.445,292.62,92.17500000000001
1032,SNORRE,2013,5.088,0.019,0.027,0.004,5.138,9.337,43718,205.583,292.62,87.037
1033,SNORRE,2014,5.619,0.009000000000000001,0.006,0.0,5.6339999999999995,10.052999999999999,43718,211.21699999999998,292.62,81.40300000000002
1034,SNORRE,2015,6.36,0.0,0.000,0.0,6.36,11.154000000000002,43718,217.577,292.62,75.043
1035,SNORRE,2016,5.73,0.0,0.000,0.0,5.73,10.617,43718,223.307,292.62,69.31300000000002
1036,SNORRE,2017,1.675,0.0,0.000,0.0,1.675,3.8160000000000003,43718,224.982,292.62,67.638
1037,SNØHVIT,2007,0.0,0.145,0.014,0.111,0.27,0.0,2053062,0.27,264.99,264.72
1038,SNØHVIT,2008,0.0,2.355,0.247,0.506,3.108,0.0,2053062,3.378,264.99,261.612
1039,SNØHVIT,2009,0.0,3.333,0.325,0.599,4.256,0.0,2053062,7.634,264.99,257.356
1040,SNØHVIT,2010,0.0,4.999,0.472,0.8420000000000001,6.313,0.0,2053062,13.947,264.99,251.043
1041,SNØHVIT,2011,0.0,4.315,0.404,0.718,5.437,0.0,2053062,19.384,264.99,245.606
1042,SNØHVIT,2012,0.0,4.651,0.430,0.7709999999999999,5.852,0.0,2053062,25.236,264.99,239.75400000000002
1043,SNØHVIT,2013,0.0,4.289,0.406,0.6940000000000001,5.388999999999999,0.0,2053062,30.625,264.99,234.365
1044,SNØHVIT,2014,0.0,5.224,0.478,0.8059999999999999,6.507999999999999,0.0,2053062,37.132999999999996,264.99,227.85700000000003
1045,SNØHVIT,2015,0.0,5.962999999999999,0.539,0.882,7.385,0.009000000000000001,2053062,44.517999999999994,264.99,220.472
1046,SNØHVIT,2016,0.0,6.055,0.549,0.872,7.476,0.023,2053062,51.99399999999999,264.99,212.996
1047,SNØHVIT,2017,0.0,1.962,0.185,0.278,2.426,0.008,2053062,54.419999999999995,264.99,210.57000000000002
1048,STATFJORD,1979,0.259,0.0,0.000,0.0,0.259,0.0,43658,0.259,707.66,707.401
1049,STATFJORD,1980,3.429,0.0,0.000,0.0,3.429,0.0,43658,3.6879999999999997,707.66,703.972
1050,STATFJORD,1981,7.928,0.0,0.000,0.0,7.928,0.0,43658,11.616,707.66,696.044
1051,STATFJORD,1982,11.397,0.0,0.000,0.0,11.397,0.0,43658,23.012999999999998,707.66,684.6469999999999
1052,STATFJORD,1983,19.044,0.0,0.000,0.0,19.044,0.0,43658,42.057,707.66,665.603
1053,STATFJORD,1984,22.436999999999998,0.0,0.000,0.0,22.436999999999998,0.0,43658,64.494,707.66,643.1659999999999
1054,STATFJORD,1985,28.761999999999997,0.45399999999999996,0.302,0.0,29.518,0.0,43658,94.012,707.66,613.6479999999999
1055,STATFJORD,1986,34.281,3.01,1.653,0.0,38.944,0.0,43658,132.95600000000002,707.66,574.704
1056,STATFJORD,1987,34.959,3.26,1.861,0.0,40.08,0.0,43658,173.036,707.66,534.624
1057,STATFJORD,1988,34.586,3.2030000000000003,1.795,0.0,39.583,0.0,43658,212.619,707.66,495.04099999999994
1058,STATFJORD,1989,33.993,3.014,1.633,0.0,38.639,0.0,43658,251.258,707.66,456.40199999999993
1059,STATFJORD,1990,33.314,2.972,1.606,0.0,37.891999999999996,0.0,43658,289.15,707.66,418.51
1060,STATFJORD,1991,34.858000000000004,2.838,1.506,0.0,39.202,0.0,43658,328.352,707.66,379.308
1061,STATFJORD,1992,36.989000000000004,2.9810000000000003,1.531,0.0,41.501999999999995,0.0,43658,369.854,707.66,337.806
1062,STATFJORD,1993,33.304,2.96,1.357,0.0,37.622,0.0,43658,407.476,707.66,300.18399999999997
1063,STATFJORD,1994,31.730999999999998,3.1439999999999997,1.391,0.0,36.266,0.0,43658,443.742,707.66,263.91799999999995
1064,STATFJORD,1995,25.878,2.9419999999999997,1.315,0.0,30.135,0.0,43658,473.877,707.66,233.78299999999996
1065,STATFJORD,1996,21.609,3.236,1.510,0.0,26.355999999999998,0.0,43658,500.233,707.66,207.42699999999996
1066,STATFJORD,1997,19.155,3.094,1.443,0.0,23.691999999999997,0.0,43658,523.925,707.66,183.735
1067,STATFJORD,1998,16.596,2.512,1.207,0.0,20.314,0.0,43658,544.2389999999999,707.66,163.42100000000005
1068,STATFJORD,1999,12.519,2.28,1.047,0.0,15.845999999999998,0.0,43658,560.0849999999999,707.66,147.57500000000005
1069,STATFJORD,2000,10.886,1.5519999999999998,0.722,0.0,13.159,34.503,43658,573.2439999999999,707.66,134.41600000000005
1070,STATFJORD,2001,10.126,1.4340000000000002,0.646,0.0,12.206,34.919000000000004,43658,585.4499999999999,707.66,122.21000000000004
1071,STATFJORD,2002,8.872,1.514,0.626,0.0,11.011,34.071,43658,596.4609999999999,707.66,111.19900000000007
1072,STATFJORD,2003,7.755,1.194,0.622,0.0,9.57,35.44,43658,606.031,707.66,101.62900000000002
1073,STATFJORD,2004,6.97,2.009,0.652,0.067,9.699,33.689,43658,615.7299999999999,707.66,91.93000000000006
1074,STATFJORD,2005,5.563,1.96,0.764,0.045,8.332,38.967,43658,624.0619999999999,707.66,83.59800000000007
1075,STATFJORD,2006,4.2589999999999995,1.9480000000000002,0.981,0.016,7.204,31.578000000000003,43658,631.2659999999998,707.66,76.39400000000012
1076,STATFJORD,2007,3.9810000000000003,2.012,1.016,0.045,7.053999999999999,36.166,43658,638.3199999999998,707.66,69.34000000000015
1077,STATFJORD,2008,3.177,3.023,1.304,0.11599999999999999,7.621,32.242,43658,645.9409999999998,707.66,61.719000000000165
1078,STATFJORD,2009,2.1109999999999998,2.475,1.027,0.096,5.709,20.089000000000002,43658,651.6499999999997,707.66,56.01000000000022
1079,STATFJORD,2010,1.999,2.293,0.884,0.08,5.256,17.977999999999998,43658,656.9059999999997,707.66,50.75400000000025
1080,STATFJORD,2011,1.882,1.349,0.423,0.040999999999999995,3.695,20.302,43658,660.6009999999998,707.66,47.0590000000002
1081,STATFJORD,2012,1.541,1.33,0.553,0.039,3.464,21.174,43658,664.0649999999998,707.66,43.59500000000014
1082,STATFJORD,2013,1.594,1.4709999999999999,0.944,0.066,4.075,25.250999999999998,43658,668.1399999999999,707.66,39.520000000000095
1083,STATFJORD,2014,1.409,1.7730000000000001,1.371,0.138,4.691,28.14,43658,672.8309999999999,707.66,34.829000000000065
1084,STATFJORD,2015,1.365,2.405,1.740,0.183,5.693,26.418000000000003,43658,678.5239999999999,707.66,29.13600000000008
1085,STATFJORD,2016,1.44,2.6860000000000004,1.901,0.0,6.027,21.521,43658,684.5509999999999,707.66,23.109000000000037
1086,STATFJORD,2017,0.406,0.69,0.545,0.0,1.641,6.367000000000001,43658,686.1919999999999,707.66,21.468000000000075
1087,STATFJORD NORD,1995,2.548,0.11900000000000001,0.070,0.0,2.737,0.0,43679,2.737,45.89,43.153
1088,STATFJORD NORD,1996,3.307,0.32899999999999996,0.159,0.0,3.795,0.0,43679,6.532,45.89,39.358000000000004
1089,STATFJORD NORD,1997,3.935,0.17300000000000001,0.092,0.0,4.2,0.0,43679,10.732,45.89,35.158
1090,STATFJORD NORD,1998,3.035,0.166,0.088,0.0,3.2889999999999997,0.0,43679,14.020999999999999,45.89,31.869
1091,STATFJORD NORD,1999,3.3930000000000002,0.157,0.089,0.0,3.639,0.0,43679,17.66,45.89,28.23
1092,STATFJORD NORD,2000,3.998,0.121,0.081,0.0,4.2,1.023,43679,21.86,45.89,24.03
1093,STATFJORD NORD,2001,2.841,0.114,0.108,0.0,3.063,2.702,43679,24.923,45.89,20.967000000000002
1094,STATFJORD NORD,2002,2.275,0.138,0.126,0.0,2.5380000000000003,2.892,43679,27.461,45.89,18.429000000000002
1095,STATFJORD NORD,2003,2.83,0.184,0.137,0.0,3.1519999999999997,3.299,43679,30.613,45.89,15.277000000000001
1096,STATFJORD NORD,2004,2.1630000000000003,0.153,0.116,0.0,2.432,3.6439999999999997,43679,33.045,45.89,12.844999999999999
1097,STATFJORD NORD,2005,1.906,0.266,0.198,0.0,2.371,3.7910000000000004,43679,35.416000000000004,45.89,10.473999999999997
1098,STATFJORD NORD,2006,1.31,0.16,0.115,0.0,1.585,3.7,43679,37.001000000000005,45.89,8.888999999999996
1099,STATFJORD NORD,2007,1.127,0.08900000000000001,0.064,0.0,1.2790000000000001,4.721,43679,38.28000000000001,45.89,7.609999999999992
1100,STATFJORD NORD,2008,0.7440000000000001,0.038,0.027,0.0,0.809,3.907,43679,39.089000000000006,45.89,6.800999999999995
1101,STATFJORD NORD,2009,0.28600000000000003,0.016,0.007,0.001,0.309,1.296,43679,39.398,45.89,6.491999999999997
1102,STATFJORD NORD,2010,0.409,0.031,0.012,0.001,0.45299999999999996,1.857,43679,39.851000000000006,45.89,6.038999999999994
1103,STATFJORD NORD,2011,0.24600000000000002,0.024,0.008,0.001,0.278,2.124,43679,40.129000000000005,45.89,5.760999999999996
1104,STATFJORD NORD,2012,0.165,0.01,0.003,0.0,0.17800000000000002,1.251,43679,40.307,45.89,5.582999999999998
1105,STATFJORD NORD,2013,0.16399999999999998,0.012,0.008,0.001,0.184,1.147,43679,40.491,45.89,5.399000000000001
1106,STATFJORD NORD,2014,0.261,0.017,0.014,0.001,0.294,1.905,43679,40.785,45.89,5.105000000000004
1107,STATFJORD NORD,2015,0.299,0.019,0.013,0.002,0.332,1.341,43679,41.117,45.89,4.773000000000003
1108,STATFJORD NORD,2016,0.609,0.039,0.029,0.0,0.677,2.003,43679,41.794,45.89,4.096000000000004
1109,STATFJORD NORD,2017,0.24100000000000002,0.015,0.012,0.0,0.268,1.219,43679,42.062,45.89,3.828000000000003
1110,STATFJORD ØST,1994,0.611,0.032,0.014,0.0,0.657,0.0,43672,0.657,45.99,45.333
1111,STATFJORD ØST,1995,3.2289999999999996,0.136,0.066,0.0,3.431,0.0,43672,4.088,45.99,41.902
1112,STATFJORD ØST,1996,3.3560000000000003,0.221,0.107,0.0,3.6830000000000003,0.0,43672,7.771000000000001,45.99,38.219
1113,STATFJORD ØST,1997,4.15,0.256,0.137,0.0,4.543,0.0,43672,12.314,45.99,33.676
1114,STATFJORD ØST,1998,4.236000000000001,0.24600000000000002,0.130,0.0,4.612,0.0,43672,16.926000000000002,45.99,29.064
1115,STATFJORD ØST,1999,3.7689999999999997,0.278,0.156,0.0,4.203,0.0,43672,21.129,45.99,24.861
1116,STATFJORD ØST,2000,2.822,0.344,0.230,0.0,3.3960000000000004,1.3869999999999998,43672,24.525000000000002,45.99,21.465
1117,STATFJORD ØST,2001,2.197,0.304,0.287,0.0,2.7880000000000003,1.9469999999999998,43672,27.313000000000002,45.99,18.677
1118,STATFJORD ØST,2002,1.9169999999999998,0.214,0.194,0.0,2.326,1.9580000000000002,43672,29.639000000000003,45.99,16.351
1119,STATFJORD ØST,2003,1.992,0.242,0.181,0.0,2.416,2.679,43672,32.055,45.99,13.935000000000002
1120,STATFJORD ØST,2004,1.349,0.19399999999999998,0.148,0.0,1.6909999999999998,2.825,43672,33.746,45.99,12.244
1121,STATFJORD ØST,2005,1.129,0.38799999999999996,0.289,0.0,1.806,3.261,43672,35.552,45.99,10.438000000000002
1122,STATFJORD ØST,2006,1.136,0.332,0.238,0.0,1.706,2.785,43672,37.258,45.99,8.732
1123,STATFJORD ØST,2007,1.183,0.311,0.219,0.0,1.713,3.928,43672,38.971000000000004,45.99,7.018999999999998
1124,STATFJORD ØST,2008,0.782,0.113,0.079,0.001,0.975,2.93,43672,39.946000000000005,45.99,6.043999999999997
1125,STATFJORD ØST,2009,0.552,0.069,0.035,0.002,0.657,2.068,43672,40.60300000000001,45.99,5.386999999999993
1126,STATFJORD ØST,2010,0.8170000000000001,0.109,0.048,0.004,0.978,2.239,43672,41.58100000000001,45.99,4.408999999999992
1127,STATFJORD ØST,2011,0.39299999999999996,0.057,0.029,0.001,0.48100000000000004,1.847,43672,42.06200000000001,45.99,3.92799999999999
1128,STATFJORD ØST,2012,0.462,0.047,0.024,0.002,0.534,2.259,43672,42.59600000000001,45.99,3.3939999999999912
1129,STATFJORD ØST,2013,0.33399999999999996,0.057,0.037,0.002,0.43,1.5090000000000001,43672,43.02600000000001,45.99,2.9639999999999915
1130,STATFJORD ØST,2014,0.225,0.035,0.026,0.002,0.289,1.061,43672,43.31500000000001,45.99,2.67499999999999
1131,STATFJORD ØST,2015,0.209,0.04,0.021,0.002,0.272,0.912,43672,43.58700000000001,45.99,2.4029999999999916
1132,STATFJORD ØST,2016,0.21899999999999997,0.023,0.017,0.0,0.258,0.823,43672,43.84500000000001,45.99,2.144999999999989
1133,STATFJORD ØST,2017,0.07,0.011000000000000001,0.009,0.0,0.08900000000000001,0.306,43672,43.93400000000001,45.99,2.0559999999999903
1134,SVALIN,2014,1.015,0.0,0.000,0.0,1.015,0.192,22507971,1.015,9.3,8.285
1135,SVALIN,2015,1.9609999999999999,0.0,0.000,0.0,1.9609999999999999,0.42200000000000004,22507971,2.976,9.3,6.324000000000001
1136,SVALIN,2016,1.381,0.0,0.000,0.0,1.381,0.838,22507971,4.357,9.3,4.9430000000000005
1137,SVALIN,2017,0.33899999999999997,0.0,0.000,0.0,0.33899999999999997,0.35100000000000003,22507971,4.696,9.3,4.604000000000001
1138,SYGNA,2000,0.642,0.0,0.000,0.0,0.642,0.002,104718,0.642,11.3,10.658000000000001
1139,SYGNA,2001,2.55,0.0,0.000,0.0,2.55,0.0,104718,3.1919999999999997,11.3,8.108
1140,SYGNA,2002,1.8130000000000002,0.0,0.000,0.0,1.8130000000000002,0.439,104718,5.005,11.3,6.295000000000001
1141,SYGNA,2003,1.6380000000000001,0.0,0.000,0.0,1.6380000000000001,1.177,104718,6.643,11.3,4.657000000000001
1142,SYGNA,2004,1.143,0.0,0.000,0.0,1.143,1.311,104718,7.786,11.3,3.514000000000001
1143,SYGNA,2005,0.691,0.0,0.000,0.0,0.691,1.7930000000000001,104718,8.477,11.3,2.8230000000000004
1144,SYGNA,2006,0.413,0.0,0.000,0.0,0.413,1.6030000000000002,104718,8.89,11.3,2.41
1145,SYGNA,2007,0.377,0.0,0.000,0.0,0.377,1.946,104718,9.267000000000001,11.3,2.0329999999999995
1146,SYGNA,2008,0.298,0.0,0.000,0.0,0.298,2.095,104718,9.565000000000001,11.3,1.7349999999999994
1147,SYGNA,2009,0.13,0.0,0.000,0.0,0.13,1.141,104718,9.695000000000002,11.3,1.6049999999999986
1148,SYGNA,2010,0.054000000000000006,0.0,0.000,0.0,0.054000000000000006,0.327,104718,9.749000000000002,11.3,1.5509999999999984
1149,SYGNA,2011,0.063,0.0,0.000,0.0,0.063,0.21899999999999997,104718,9.812000000000003,11.3,1.4879999999999978
1150,SYGNA,2012,0.051,0.0,0.000,0.0,0.051,0.136,104718,9.863000000000003,11.3,1.4369999999999976
1151,SYGNA,2013,0.059000000000000004,0.0,0.000,0.0,0.059000000000000004,0.14400000000000002,104718,9.922000000000002,11.3,1.3779999999999983
